"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US19113","Linn County, Iowa","89173","2138","4.8","1.4","3.6","1.1","7.0","1.4","9.3","1.5","13.7","1.9","18.9","2.0","16.0","2.0","16.6","2.1","5.2","1.1","5.0","1.1","64639","3775","82094","4041","27.7","(X)","(X)","(X)","(X)","(X)","55880","2165","2.9","1.2","2.9","1.4","3.3","1.2","6.7","1.6","9.7","1.7","16.5","2.0","21.1","3.0","22.1","2.7","7.9","1.7","6.9","1.6","84053","4348","101005","5946","(X)","(X)","28.4","(X)","(X)","(X)","45185","2178","1.1","0.9","1.3","1.4","1.4","0.8","5.6","1.7","7.3","1.5","16.8","2.4","22.0","3.1","26.2","3.2","9.8","2.1","8.6","2.0","94795","5160","114319","7276","(X)","(X)","(X)","(X)","(X)","(X)","33293","2277","9.5","2.9","6.2","1.8","13.0","3.0","13.4","2.9","20.5","4.1","21.8","3.4","7.4","2.2","5.9","2.3","0.6","0.6","1.7","1.1","40684","2446","47864","3522","(X)","(X)","(X)","(X)","26.1","(X)"
"0500000US19153","Polk County, Iowa","182537","2636","4.7","0.9","3.3","0.6","8.5","1.0","9.1","1.0","13.9","1.5","18.7","1.5","14.9","1.4","15.3","1.5","6.1","0.9","5.7","1.0","64067","2682","82405","2888","36.2","(X)","(X)","(X)","(X)","(X)","114299","3237","3.3","1.0","1.4","0.5","4.3","1.0","6.6","1.3","12.1","2.0","19.8","1.8","16.2","1.8","20.0","2.2","8.7","1.5","7.5","1.3","78957","4120","97733","4171","(X)","(X)","36.9","(X)","(X)","(X)","84462","3517","1.3","1.0","0.3","0.3","1.7","0.8","4.3","0.9","8.6","1.7","19.0","2.0","18.5","2.3","25.2","2.9","11.3","2.0","9.8","1.7","94010","3759","114266","4769","(X)","(X)","(X)","(X)","(X)","(X)","68238","3103","9.0","2.1","6.6","1.3","15.6","2.1","13.7","1.9","17.3","2.3","17.4","2.5","10.0","1.7","6.6","1.5","1.6","0.8","2.1","1.4","39379","2407","52713","4994","(X)","(X)","(X)","(X)","32.7","(X)"
"0500000US19155","Pottawattamie County, Iowa","36094","1075","4.6","1.3","5.0","1.6","9.6","1.9","11.4","2.9","14.4","2.4","21.3","2.7","11.1","1.8","13.1","2.3","5.4","1.9","4.1","1.2","55972","4470","75890","6129","31.8","(X)","(X)","(X)","(X)","(X)","23384","1373","2.3","1.3","1.4","1.0","6.0","1.9","10.8","3.3","13.7","2.9","23.9","3.5","12.7","2.4","17.9","3.1","5.8","1.9","5.6","1.6","67902","4184","90345","8890","(X)","(X)","31.5","(X)","(X)","(X)","16881","1132","0.8","0.7","0.9","0.6","4.0","1.6","6.6","2.8","11.9","2.9","23.5","4.0","15.4","3.3","22.4","3.8","8.0","2.7","6.5","2.0","78731","6712","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12710","1254","9.5","3.1","12.5","3.9","17.1","4.6","14.6","4.4","18.1","4.1","14.8","4.5","5.8","2.5","3.9","2.0","2.3","2.1","1.4","1.2","32422","3238","43865","5788","(X)","(X)","(X)","(X)","31.9","(X)"
"0500000US19163","Scott County, Iowa","66527","1677","7.0","1.6","4.2","1.3","9.0","1.6","12.2","2.2","13.1","2.2","17.6","2.1","13.4","1.8","13.4","1.9","6.2","1.2","3.9","1.0","54730","3681","74517","3836","36.4","(X)","(X)","(X)","(X)","(X)","43030","1789","3.5","1.1","2.3","1.2","5.3","1.4","8.3","2.0","13.3","2.9","18.7","2.5","16.8","2.7","17.5","2.6","8.4","1.8","5.8","1.7","73464","4255","91470","6240","(X)","(X)","35.6","(X)","(X)","(X)","32678","1629","0.9","0.6","1.0","1.0","3.7","1.4","4.1","1.8","12.1","2.9","20.0","2.9","18.6","3.2","21.6","3.2","10.7","2.3","7.4","2.1","85541","7608","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23497","1593","15.3","3.9","8.9","3.0","15.6","3.3","20.2","4.6","12.5","3.1","13.3","3.2","7.9","2.2","4.5","1.8","1.5","0.9","0.3","0.4","29908","2535","39709","2574","(X)","(X)","(X)","(X)","37.4","(X)"
"0500000US19169","Story County, Iowa","37350","985","10.6","2.8","4.3","1.6","13.5","3.5","6.6","2.1","11.9","2.9","15.8","2.8","11.1","2.2","17.3","3.4","4.2","1.2","4.7","2.0","53371","4519","70682","5933","35.0","(X)","(X)","(X)","(X)","(X)","19711","1446","1.9","1.2","0.6","0.8","4.1","2.4","6.0","2.4","13.2","4.0","18.2","4.2","16.1","3.4","24.6","4.8","7.5","2.4","7.8","3.7","84074","11656","97262","8658","(X)","(X)","29.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96139","5268","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17639","1292","21.1","5.6","8.4","3.3","23.9","6.9","7.8","3.1","10.2","2.9","13.8","4.5","5.5","2.5","7.9","4.8","0.2","0.4","1.3","1.2","23618","3754","39571","7177","(X)","(X)","(X)","(X)","40.7","(X)"
"0500000US19193","Woodbury County, Iowa","38637","1218","5.9","2.1","4.6","1.7","10.8","2.5","12.0","3.1","13.6","2.3","20.5","3.2","15.2","2.9","11.1","2.6","4.2","1.6","2.1","1.1","52324","4693","68021","5494","37.8","(X)","(X)","(X)","(X)","(X)","25631","1699","5.5","2.2","2.0","1.4","9.0","3.3","9.1","3.2","14.3","3.2","20.8","4.1","15.3","3.5","15.9","3.7","5.5","2.3","2.6","1.5","61439","6128","76266","7560","(X)","(X)","38.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76758","5781","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13006","1485","14.0","5.0","9.5","4.1","14.0","3.9","15.5","4.3","14.5","3.6","20.5","5.0","7.6","3.2","1.9","1.6","1.5","1.4","1.0","1.1","31498","4328","45302","7619","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US20015","Butler County, Kansas","24266","904","4.3","1.8","4.2","2.0","8.7","2.7","11.0","2.7","14.1","3.0","20.9","3.4","15.6","3.5","15.8","2.9","3.3","1.8","2.0","1.0","60182","2865","71661","5682","33.3","(X)","(X)","(X)","(X)","(X)","17760","1115","2.5","1.6","1.1","1.1","2.4","1.8","9.0","3.0","14.9","3.8","23.0","4.2","20.7","4.4","19.7","3.8","4.2","2.4","2.4","1.4","73365","4915","81486","5956","(X)","(X)","30.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77176","3838","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6506","1003","10.6","5.4","12.6","6.1","26.7","8.2","15.7","5.9","12.8","4.7","14.3","6.2","2.4","2.6","3.6","3.2","0.3","0.4","1.0","1.6","25084","6983","42090","16031","(X)","(X)","(X)","(X)","39.1","(X)"
"0500000US20045","Douglas County, Kansas","45572","1406","6.5","2.2","6.1","2.1","10.2","2.6","11.3","2.9","11.4","2.6","19.8","3.2","10.8","2.3","14.0","2.8","5.7","1.7","4.1","1.2","56345","4195","73186","5025","27.2","(X)","(X)","(X)","(X)","(X)","24547","1413","1.8","1.5","3.3","2.3","5.5","2.7","6.3","2.8","9.7","2.9","22.2","4.2","12.8","3.3","21.4","4.8","10.6","3.0","6.3","2.2","77045","11320","96796","8554","(X)","(X)","24.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96653","7448","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21025","1706","12.5","4.5","11.2","4.5","14.6","5.0","17.5","5.4","14.1","4.3","17.9","5.1","7.4","2.8","3.3","2.3","0.3","0.4","1.3","0.9","30881","4401","42979","6131","(X)","(X)","(X)","(X)","27.7","(X)"
"0500000US20091","Johnson County, Kansas","225606","2066","3.0","0.5","2.4","0.6","5.5","0.7","7.1","0.9","12.1","1.0","16.7","1.1","13.4","1.0","20.0","1.2","8.7","0.9","11.1","0.8","80553","1816","107288","2941","26.2","(X)","(X)","(X)","(X)","(X)","153710","3460","1.4","0.6","1.5","0.6","2.7","0.6","4.0","0.8","9.2","1.1","14.2","1.3","15.0","1.3","25.3","1.3","11.7","1.4","15.1","1.2","102433","2621","128967","3786","(X)","(X)","25.8","(X)","(X)","(X)","123981","3526","0.7","0.4","0.5","0.3","1.4","0.5","2.8","0.7","6.7","0.9","12.5","1.3","16.3","1.5","27.7","1.7","13.8","1.5","17.5","1.5","113098","3376","140710","4462","(X)","(X)","(X)","(X)","(X)","(X)","71896","3559","7.3","1.4","4.9","1.1","12.1","2.0","14.1","2.3","19.5","2.6","20.6","2.1","8.8","1.6","8.5","1.9","1.8","0.7","2.3","0.8","43006","2800","57890","3780","(X)","(X)","(X)","(X)","25.9","(X)"
"0500000US20103","Leavenworth County, Kansas","27174","1049","4.2","1.7","2.6","1.3","8.2","2.3","7.2","2.0","13.2","3.0","19.2","3.4","14.9","3.6","19.7","3.7","5.3","1.8","5.5","2.6","68299","6891","85412","7153","29.5","(X)","(X)","(X)","(X)","(X)","19865","1310","1.8","1.2","1.1","0.9","4.2","2.2","9.0","2.9","11.1","3.1","19.1","4.0","17.0","4.4","22.8","5.0","7.0","2.4","7.0","3.4","80070","5305","96411","8687","(X)","(X)","32.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93111","6660","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7309","1116","11.4","5.1","6.7","4.2","20.0","6.3","9.7","4.6","19.9","7.8","14.9","6.8","6.4","4.8","8.9","4.0","0.7","1.3","1.3","1.5","36274","6953","50427","10843","(X)","(X)","(X)","(X)","21.5","(X)"
"0500000US20161","Riley County, Kansas","25523","1501","9.4","2.9","3.0","1.6","10.4","3.1","13.0","4.5","13.1","3.4","17.5","3.5","11.3","3.2","13.6","3.1","4.2","1.7","4.7","1.8","50737","3611","68478","5459","25.1","(X)","(X)","(X)","(X)","(X)","13674","1425","0.9","0.9","0.9","1.0","7.3","4.3","8.1","3.9","9.4","3.6","19.8","5.1","16.5","5.3","21.8","5.3","7.4","3.0","7.8","3.8","78367","5842","95186","9498","(X)","(X)","18.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","82338","10698","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11849","1418","19.2","6.1","5.8","3.3","14.2","5.1","18.0","8.1","17.3","6.3","14.7","4.6","5.3","3.4","4.4","2.9","1.1","1.3","0.0","1.0","29243","3842","37064","4362","(X)","(X)","(X)","(X)","31.6","(X)"
"0500000US20173","Sedgwick County, Kansas","195815","2528","7.3","0.9","4.5","0.7","10.5","1.2","11.2","1.2","14.4","1.3","19.2","1.2","11.0","1.0","13.3","1.1","4.9","0.7","3.6","0.6","52193","1693","68980","1714","34.6","(X)","(X)","(X)","(X)","(X)","121911","3038","4.2","0.9","2.7","0.9","6.3","1.1","9.5","1.4","11.7","1.5","20.7","1.5","14.3","1.5","18.9","1.7","6.8","1.1","5.0","0.9","67854","2666","84182","2509","(X)","(X)","35.4","(X)","(X)","(X)","91296","3383","1.2","0.5","1.1","0.6","3.9","0.8","6.3","1.2","10.7","1.8","21.8","2.0","16.3","1.8","23.6","2.2","8.8","1.4","6.4","1.2","81693","2296","97965","3194","(X)","(X)","(X)","(X)","(X)","(X)","73904","3119","13.0","1.9","8.2","1.4","18.6","2.2","15.1","2.1","18.7","2.3","15.4","2.1","4.6","1.0","3.8","1.0","1.2","0.6","1.3","0.8","31639","1206","41150","1857","(X)","(X)","(X)","(X)","32.4","(X)"
"0500000US20177","Shawnee County, Kansas","70101","1899","5.1","1.3","5.1","1.4","9.9","1.6","10.1","1.7","15.3","1.9","20.3","2.3","13.1","1.9","13.2","1.7","4.3","1.1","3.5","0.9","55710","2840","71877","4023","35.8","(X)","(X)","(X)","(X)","(X)","43383","2101","2.1","1.0","2.2","1.0","7.9","2.2","5.0","1.4","12.2","2.5","23.8","3.0","17.1","2.5","18.7","2.4","6.1","1.6","5.0","1.3","70149","4416","89312","5914","(X)","(X)","37.1","(X)","(X)","(X)","33455","1782","0.9","0.7","0.5","0.4","4.6","2.0","3.5","1.2","9.9","2.3","24.0","3.5","20.0","3.0","22.8","3.0","7.7","2.0","6.1","1.7","82054","2755","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26718","2268","10.7","3.2","10.5","3.1","15.9","3.6","17.7","3.6","19.2","3.4","15.2","3.1","4.9","1.9","4.2","1.7","1.0","0.7","0.6","0.5","31959","1931","40251","3206","(X)","(X)","(X)","(X)","31.6","(X)"
"0500000US20209","Wyandotte County, Kansas","58524","1266","9.4","1.7","7.1","1.5","10.4","1.6","12.3","2.1","18.6","2.4","17.1","1.8","12.5","2.0","10.2","1.4","1.3","0.5","1.1","0.5","43129","2503","53676","1954","39.6","(X)","(X)","(X)","(X)","(X)","38029","1632","6.5","1.6","5.7","1.8","7.6","1.4","13.9","2.7","16.6","2.9","18.1","2.3","14.6","2.7","13.6","2.1","1.9","0.8","1.5","0.8","49683","2796","60870","2639","(X)","(X)","41.5","(X)","(X)","(X)","23398","1725","2.9","1.6","1.8","0.9","6.7","2.2","10.8","2.6","14.8","3.3","20.3","3.0","19.1","3.7","18.5","3.2","2.8","1.1","2.3","1.3","62643","4416","72777","3687","(X)","(X)","(X)","(X)","(X)","(X)","20495","1745","17.7","4.0","10.2","2.6","16.2","3.7","11.1","3.3","20.1","3.7","13.3","2.9","7.4","2.5","3.4","1.5","0.3","0.5","0.3","0.4","29924","4717","37152","2967","(X)","(X)","(X)","(X)","34.6","(X)"
"0500000US21015","Boone County, Kentucky","46849","1034","3.4","1.4","2.4","1.2","6.9","2.4","8.7","2.7","11.2","2.3","18.6","3.4","14.8","2.8","17.3","3.0","9.9","2.1","6.8","2.2","72374","5179","92690","5972","35.1","(X)","(X)","(X)","(X)","(X)","36011","1570","2.4","1.4","2.3","1.6","3.9","1.7","7.6","2.6","10.6","2.6","17.6","3.4","16.7","3.5","19.3","3.8","11.2","2.5","8.2","2.7","84003","6830","101056","7078","(X)","(X)","36.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96188","5646","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10838","1535","7.9","4.8","2.6","1.6","15.9","7.2","14.2","6.8","15.3","5.8","23.9","7.2","7.3","3.6","9.6","6.0","1.7","1.8","1.8","2.1","43952","9101","59216","14113","(X)","(X)","(X)","(X)","30.9","(X)"
"0500000US21029","Bullitt County, Kentucky","29037","876","5.0","2.2","3.1","1.6","7.7","2.7","9.2","2.3","13.7","3.4","20.4","4.3","17.9","3.2","14.3","2.7","6.0","1.9","2.7","1.3","65359","5413","77718","9885","36.5","(X)","(X)","(X)","(X)","(X)","20407","1272","4.1","2.1","0.8","0.8","4.0","2.2","7.6","2.5","10.4","3.9","22.3","4.9","22.3","4.3","19.4","4.0","6.8","2.5","2.4","1.2","75896","5576","81593","5279","(X)","(X)","39.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83621","6759","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8630","1238","7.9","5.4","9.5","5.1","19.5","8.1","13.9","5.3","19.7","7.0","15.6","7.0","5.9","3.6","4.0","2.5","0.8","1.1","3.3","3.5","34248","7188","63406","31545","(X)","(X)","(X)","(X)","27.0","(X)"
"0500000US21037","Campbell County, Kentucky","36461","1248","7.2","2.6","2.5","0.9","9.8","2.6","7.4","1.6","13.9","2.5","17.7","2.8","13.4","2.5","16.3","2.7","6.7","1.6","5.1","1.5","62536","3917","78640","4645","30.8","(X)","(X)","(X)","(X)","(X)","24524","1377","7.7","3.3","0.4","0.6","6.2","2.3","5.8","1.9","10.6","2.6","17.3","3.4","15.9","3.5","19.6","3.7","9.4","2.2","7.1","2.2","77810","6780","92665","6669","(X)","(X)","31.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97659","6448","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11937","1276","7.3","3.3","6.8","2.6","17.6","6.5","10.9","4.0","20.5","5.6","19.7","4.6","6.1","2.7","8.6","4.7","1.3","1.1","1.2","1.2","38970","4775","47749","4818","(X)","(X)","(X)","(X)","28.4","(X)"
"0500000US21047","Christian County, Kentucky","25121","1117","13.9","3.3","6.4","2.2","11.0","2.9","11.1","3.5","16.9","3.8","19.9","3.8","8.8","2.5","7.6","2.7","1.7","1.1","2.7","1.7","41140","4263","52430","4971","43.4","(X)","(X)","(X)","(X)","(X)","17066","1369","7.7","3.0","4.6","2.5","8.9","3.2","12.6","4.0","17.9","5.1","20.7","4.5","12.5","3.6","9.9","3.7","2.2","1.5","3.0","2.2","46275","9432","59105","5690","(X)","(X)","38.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","62622","7209","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8055","1260","28.2","8.0","10.9","5.2","18.2","6.4","9.6","4.8","13.8","6.0","13.9","6.8","1.0","1.2","2.9","2.8","0.0","1.8","1.6","1.9","17160","6644","33445","8769","(X)","(X)","(X)","(X)","49.0","(X)"
"0500000US21059","Daviess County, Kentucky","39629","1153","8.5","2.3","5.2","1.7","10.6","2.4","11.0","2.2","13.3","2.6","19.6","3.1","11.9","2.1","13.4","2.6","3.0","1.4","3.4","1.5","51764","4455","69426","5753","32.7","(X)","(X)","(X)","(X)","(X)","25441","1592","3.9","2.0","4.9","2.2","7.0","2.6","7.2","2.4","12.1","3.3","21.3","3.4","15.1","2.8","18.8","3.7","4.5","2.1","5.3","2.3","66878","5520","87131","8760","(X)","(X)","31.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80111","7667","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14188","1373","18.0","5.3","8.2","3.6","19.5","5.3","16.2","4.7","14.0","4.0","15.9","5.8","5.2","3.1","2.8","2.5","0.0","1.0","0.1","0.2","28434","4954","34110","3698","(X)","(X)","(X)","(X)","31.4","(X)"
"0500000US21067","Fayette County, Kentucky","127137","2102","7.3","1.2","6.2","1.0","9.2","1.2","9.4","1.5","14.0","1.5","19.3","1.6","11.3","1.2","12.6","1.2","4.8","0.9","5.9","0.9","53178","2682","77827","2818","25.4","(X)","(X)","(X)","(X)","(X)","73616","2317","4.0","1.0","3.8","1.2","7.0","1.4","8.0","1.6","11.3","2.0","17.7","2.0","14.0","1.7","17.5","1.9","7.5","1.4","9.0","1.5","71536","3365","98239","4835","(X)","(X)","25.1","(X)","(X)","(X)","51827","2409","0.9","0.5","0.8","0.6","3.9","1.4","5.7","1.6","10.9","2.5","17.8","2.2","15.7","2.1","21.9","2.4","10.0","1.9","12.3","2.0","89726","5820","118429","6160","(X)","(X)","(X)","(X)","(X)","(X)","53521","2582","12.8","2.5","10.3","2.2","12.9","2.0","11.3","2.1","16.1","2.5","21.6","2.5","7.5","1.8","4.9","1.2","1.0","0.6","1.5","0.7","36607","1867","47849","2973","(X)","(X)","(X)","(X)","25.2","(X)"
"0500000US21093","Hardin County, Kentucky","39684","1908","8.0","2.8","4.9","2.0","10.6","2.7","8.2","2.0","15.1","2.8","21.1","3.3","12.3","2.5","11.8","2.2","5.1","1.7","2.9","1.4","52148","3807","67497","4931","30.4","(X)","(X)","(X)","(X)","(X)","26384","2064","2.7","1.7","3.9","2.7","6.9","3.2","8.0","2.3","14.5","3.2","22.9","4.0","15.1","3.2","14.4","3.3","7.2","2.4","4.3","2.2","65950","4538","80692","7073","(X)","(X)","31.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76338","7956","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13300","1431","19.0","7.2","7.7","3.7","20.5","6.7","7.4","3.9","16.3","4.2","17.8","5.0","5.9","3.1","4.5","2.7","1.0","1.6","0.0","1.1","27493","9979","38494","4918","(X)","(X)","(X)","(X)","27.4","(X)"
"0500000US21111","Jefferson County, Kentucky","314161","2817","7.2","0.8","4.2","0.6","10.7","0.8","11.2","1.0","14.6","1.0","18.6","1.2","12.0","0.9","12.7","0.9","3.9","0.5","4.8","0.5","51991","1398","73595","2032","32.8","(X)","(X)","(X)","(X)","(X)","184771","4336","4.5","0.9","2.3","0.6","7.0","1.0","8.9","1.2","13.5","1.3","18.5","1.6","15.3","1.3","16.8","1.2","6.0","0.7","7.2","0.8","69365","2346","91451","3072","(X)","(X)","33.1","(X)","(X)","(X)","125107","4491","1.6","0.6","0.6","0.3","3.8","0.8","4.4","0.8","11.5","1.3","19.0","1.9","19.0","1.6","22.2","1.7","8.2","1.0","9.7","1.1","86418","1933","111027","3970","(X)","(X)","(X)","(X)","(X)","(X)","129390","4143","12.2","1.4","7.1","1.1","16.4","1.7","15.4","1.7","16.3","1.7","18.3","1.7","6.3","0.9","5.9","1.0","0.8","0.3","1.3","0.4","33954","2279","45362","1759","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US06085","Santa Clara County, California","635687","3094","3.4","0.4","3.0","0.3","5.0","0.5","4.7","0.4","7.0","0.5","11.7","0.6","9.9","0.6","18.9","0.7","13.0","0.7","23.3","0.7","111069","1800","146813","2513","31.3","(X)","(X)","(X)","(X)","(X)","460126","5268","2.4","0.4","1.6","0.3","3.9","0.5","4.2","0.5","6.7","0.6","10.9","0.8","9.8","0.8","19.7","0.9","14.0","0.8","26.9","1.0","123613","2974","161768","3191","(X)","(X)","30.9","(X)","(X)","(X)","363972","5865","1.1","0.3","1.0","0.3","2.6","0.4","3.3","0.5","4.8","0.5","9.5","0.8","9.0","0.9","20.2","1.1","15.9","1.0","32.4","1.2","145101","3914","182280","3709","(X)","(X)","(X)","(X)","(X)","(X)","175561","5381","7.5","1.2","7.2","0.9","8.6","1.1","6.7","0.8","8.2","1.0","14.1","1.3","9.8","1.0","16.3","1.4","10.0","1.2","11.5","1.1","70575","2965","98302","3996","(X)","(X)","(X)","(X)","29.3","(X)"
"0500000US06087","Santa Cruz County, California","96257","1860","5.7","1.6","4.7","1.4","7.5","1.5","7.3","1.7","8.9","1.5","13.9","1.8","14.3","1.8","16.7","2.2","8.8","1.3","12.2","1.6","77613","3780","106035","5961","33.1","(X)","(X)","(X)","(X)","(X)","60500","2839","2.9","1.2","2.4","1.4","6.5","2.1","5.0","1.4","8.2","2.2","15.1","2.5","13.5","2.1","19.9","3.1","10.8","1.7","15.7","2.0","92200","9555","122240","7124","(X)","(X)","31.0","(X)","(X)","(X)","45131","2817","1.5","1.0","1.7","1.3","2.6","1.2","4.5","1.7","7.2","2.6","15.4","2.9","13.2","2.2","22.4","3.8","12.4","2.0","18.9","2.5","106881","8017","N","N","(X)","(X)","(X)","(X)","(X)","(X)","35757","2699","11.0","3.5","9.6","3.0","10.9","2.9","9.5","2.7","9.8","2.2","14.3","2.7","13.2","3.1","11.1","3.0","5.3","1.8","5.4","2.0","48306","8023","73822","9616","(X)","(X)","(X)","(X)","33.5","(X)"
"0500000US06089","Shasta County, California","72095","1299","5.6","1.2","8.3","1.4","11.7","1.7","11.2","1.7","15.8","2.1","19.6","2.4","10.6","1.6","10.0","1.4","3.7","1.1","3.5","0.7","46724","2821","64293","3129","30.6","(X)","(X)","(X)","(X)","(X)","46527","2057","3.4","1.1","3.9","1.3","9.2","2.1","10.4","2.2","16.3","2.6","22.0","3.2","12.3","1.8","12.7","2.1","4.7","1.5","5.0","1.0","58264","4100","76226","4185","(X)","(X)","29.1","(X)","(X)","(X)","35599","2047","1.6","0.7","1.5","0.9","6.6","2.4","10.4","2.5","16.1","2.9","20.7","3.5","15.1","2.3","15.7","2.8","5.8","2.0","6.4","1.3","67541","4885","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25568","2012","11.4","2.9","16.1","3.0","18.1","3.2","14.1","3.2","12.9","3.3","15.2","3.3","5.6","2.7","4.6","1.8","1.4","1.1","0.6","0.6","27391","2765","40064","4906","(X)","(X)","(X)","(X)","31.9","(X)"
"0500000US06095","Solano County, California","149172","1723","4.3","0.8","3.6","1.0","6.8","1.2","7.5","1.2","10.3","1.2","18.0","1.6","15.3","1.8","17.4","1.5","9.1","1.2","7.6","1.1","73900","3323","93929","4378","30.2","(X)","(X)","(X)","(X)","(X)","110618","2727","4.0","0.9","2.9","1.0","5.1","1.3","7.2","1.5","10.5","1.6","16.5","1.9","15.0","1.8","19.4","1.8","10.2","1.3","9.0","1.3","80665","3428","101473","5653","(X)","(X)","30.1","(X)","(X)","(X)","78009","2921","1.2","0.5","1.2","0.6","3.8","1.2","5.9","1.4","8.4","1.5","15.3","1.7","16.9","2.3","23.5","2.2","12.1","1.7","11.8","1.7","95959","3740","118090","7713","(X)","(X)","(X)","(X)","(X)","(X)","38554","2268","7.3","1.7","7.6","2.7","11.4","2.5","10.1","2.4","13.7","2.6","20.1","3.2","14.1","2.9","9.0","2.3","4.3","1.6","2.3","1.2","49867","3346","62761","4884","(X)","(X)","(X)","(X)","27.5","(X)"
